,testado
40,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'del', '####', '####', 'DE', '####', 'Y', '####', '####', '####', '####', 'en', 'el', 'periodo', 'OCTUBRE', 'A', 'DICIEMBRE', 'DEL', '2011', '.', 'Datos', 'requeridos', 'únicamente', ':', 'Clave', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', 'Compra', ' ', 'Número', 'de', 'Licitación', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', 'Número', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', '(', '####', ' ', '####', 'o', '####', ')', '.']"
41,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'del', '####', '####', 'DE', '####', 'en', 'el', 'periodo', 'OCTUBRE', 'A', 'DICIEMBRE', 'DEL', '2011', '.', 'Datos', 'requeridos', 'únicamente', ':', 'Clave', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', 'Compra', ' ', 'Número', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', '(', '####', ' ', '####', 'o', '####', ')', '.']"
42,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'del', '####', '####', 'DE', '####', 'en', 'el', 'periodo', 'OCTUBRE', 'A', 'DICIEMBRE', ' ', 'DEL', '2011', '.', 'Datos', 'requeridos', 'únicamente', ':', 'Clave', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', '####', ' ', '####', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', '(', '####', ' ', '####', 'o', '####', ')', '.']"
43,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'del', '####', '####', 'DE', '####', '####', 'DE', 'LA', '####', '####', 'en', 'el', 'periodo', 'OCTUBRE', 'A', 'DICIEMBRE', 'DEL', '2011', '.', ' ', 'Datos', 'requeridos', 'únicamente', ':', 'Clave', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', 'Compra', ' ', 'Número', 'de', '####', ' ', 'Adjudicación', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', '(', '####', ' ', '####', 'o', '####', ')', '.']"
44,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'del', '####', '####', 'DE', '####', 'en', 'el', 'periodo', 'OCTUBRE', 'A', 'DICIEMBRE', ' ', 'DEL', '2011', '.', 'Datos', 'requeridos', 'únicamente', ':', '####', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', '####', ' ', '####', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', '(', '####', ' ', '####', 'o', '####', ')', '.']"
45,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'del', '####', 'DE', 'LA', 'DEFENSA', 'NACIONAL', 'en', 'el', 'periodo', 'OCTUBRE', 'A', 'DICIEMBRE', ' ', 'DEL', '2011', '.', 'Datos', 'requeridos', 'únicamente', ':', 'Clave', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', '####', ' ', '####', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', '(', '####', ' ', '####', 'o', '####', ')', '.']"
46,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', '####', 'y', '####', '####', 'de', '####', '####', 'en', 'el', 'periodo', 'de', ' ', 'NOVIEMBRE', 'Y', 'DICIEMBRE', 'DEL', '2011', '.', '(', 'Mensualizado', ')', '.', 'Datos', 'requeridos', 'únicamente', ':', 'Clave', '####', 'Básico', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', '####', ' ', '####', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', 'Contrato', 'o', '####', ' ', '####', '####', 'o', '####', '.', ' ', 'Detallar', 'los', 'avances', 'de', '####', 'y', '####', '####', 'Ejercidas', 'a', '####', '####', 'y', '####', 'para', 'el', 'periodo', 'de', ' ', 'NOVIEMBRE', 'Y', 'DICIEMBRE', 'DEL', '2011', '.', '(', 'Mensualizado', ')', 'por', 'los', 'procedimientos', 'de', ':', ' ', 'Licitación', 'Invitación', 'cuando', 'menos', 'a', 'tres', 'personas', 'Adjudicación', 'Directa', '####', '####', 'de', '####']"
47,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', '####', 'DE', '####', 'OPORTUNIDADES', 'el', 'periodo', 'de', ' ', 'NOVIEMBRE', 'Y', 'DICIEMBRE', 'DEL', '2011', '.', '(', 'Mensualizado', ')', '.', 'Datos', 'requeridos', 'únicamente', ':', '####', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', 'Compra', ' ', '####', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', 'Contrato', 'o', '####', ' ', '####', '####', 'o', '####', '.', ' ', 'Detallar', 'los', 'avances', 'de', '####', 'y', '####', '####', 'Ejercidas', 'a', '####', '####', 'y', '####', 'para', 'el', 'periodo', 'de', ' ', 'NOVIEMBRE', 'Y', 'DICIEMBRE', 'DEL', '2011', '.', '(', 'Mensualizado', ')', 'por', 'los', 'procedimientos', 'de', ':', ' ', 'Licitación', 'Invitación', 'cuando', 'menos', 'a', 'tres', 'personas', '####', 'Directa', '####', '####', 'de', '####']"
48,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', '####', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', '####', 'el', 'periodo', 'de', ' ', 'NOVIEMBRE', 'Y', 'DICIEMBRE', 'DEL', '2011', '.', '(', 'Mensualizado', ')', '.', 'Datos', 'requeridos', 'únicamente', ':', '####', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'del', 'medicamento', ' ', 'Número', 'de', 'piezas', 'compradas', 'por', 'medicamento', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', '####', 'que', 'vendió', 'el', 'medicamento', ' ', 'Tipo', 'de', 'Compra', ' ', '####', 'de', '####', ' ', '####', 'Directa', ' ', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', 'Contrato', 'o', '####', ' ', '####', '####', 'o', '####', '.', ' ', 'Detallar', 'los', 'avances', 'de', '####', 'y', '####', '####', 'Ejercidas', 'a', '####', '####', 'y', '####', 'para', 'el', 'periodo', 'de', ' ', 'NOVIEMBRE', 'Y', 'DICIEMBRE', 'DEL', '2011', '.', '(', 'Mensualizado', ')', 'por', 'los', 'procedimientos', 'de', ':', ' ', 'Licitación', 'Invitación', 'cuando', 'menos', 'a', 'tres', 'personas', '####', '####', '####', '####', 'de', '####']"
49,"['Con', 'fundamento', 'en', 'lo', 'previsto', 'en', 'los', 'Artículos', '4', ' ', '7', '(', 'párrafo', 'ultimo', ')', ' ', '9', ' ', '13', ' ', '17', '18', ' ', '19', '40', '(', 'párrafo', 'ultimo', ')', '43', 'y', '63', '(', 'inciso', 'VI', ')', 'de', 'la', '####', '####', 'de', '####', 'y', 'acceso', 'a', 'la', 'información', '####', '####', ' ', 'y', 'con', 'fundamento', 'en', 'el', 'título', 'segundo', 'de', 'la', 'misma', ' ', 'donde', 'se', 'aclara', 'a', 'la', 'ciudadanía', 'las', 'responsabilidades', 'de', 'las', 'unidades', 'de', 'enlace', ' ', 'y', 'considerando', 'que', ' ', 'en', 'los', 'términos', 'del', '####', '####', ' ', 'la', 'presente', 'solicitud', 'no', 'está', 'abarcando', 'ninguna', 'información', 'confidencial', ' ', 'y', 'la', 'información', 'debe', 'de', 'entregarse', 'en', 'los', 'tiempos', 'establecidos', 'en', 'el', 'artículo', '44', ' ', 'se', 'expide', 'la', 'presente', 'solicitud', '.', 'Favor', 'de', 'indicar', 'la', '####', '####', 'de', 'todos', 'los', 'AUXILIARES', 'DE', '####', 'del', '####', '####', 'DEL', '####', '####', 'en', 'el', 'periodo', 'OCTUBRE', '-', 'DICIEMBRE', 'DEL', '2011', '.', 'Datos', 'requeridos', 'únicamente', ':', '####', '####', '####', ' ', '####', 'completa', 'y', 'clara', 'de', 'los', 'auxiliares', 'de', 'diagnostico', ' ', 'Número', 'de', 'piezas', 'compradas', ' ', 'Precio', 'por', 'pieza', ' ', 'Importe', ' ', 'Proveedor', 'que', 'vendió', 'los', 'auxiliares', 'de', 'diagnostico', ' ', 'Tipo', 'de', '####', ' ', '####', 'de', 'Licitación', 'ó', '####', 'Directa', 'ó', 'Invitación', 'Restringida', 'según', 'corresponda', ' ', '####', 'de', '####', 'o', '####', ' ', '####', 'o', '####', '####', ' ', 'que', 'realizo', 'la', 'compra', '.']"
